,product_id,seller_id,country,category,gender,material,title,image_1,image_2,descriptions,price,product_code,color,size,weight,dates,available
77,112,1,Ghana,Skirts,Female,Cotton,Ankara Two Piece,WhatsApp Image 2024-03-20 at 06.08.19 (10).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (9).jpeg,"Crafted from bold Ankara fabric bursting with vibrant colors and patterns, this jumpsuit is a statement piece. It combines cultural flair with effortless style, making you the center of attention wherever you go. ",140.0,I1TEN6,"Red,Baige",Medium,0.5,2024-03-20,Yes
78,113,1,Ghana,Skirts,Female,Cotton,Ankara Jumpsuit,WhatsApp Image 2024-03-20 at 06.08.19 (13).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (13).jpeg,"Crafted from bold Ankara fabric bursting with vibrant colors and patterns, this jumpsuit is a statement piece. It combines cultural flair with effortless style, making you the center of attention wherever you go. ",160.0,6G43KC,"Red,Baige","Medium,Large",0.5,2024-03-20,Yes
79,114,1,Ghana,Skirts,Female,Cotton,Ankara Jumpsuit,WhatsApp Image 2024-03-20 at 06.08.19 (11).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (12).jpeg,"Crafted from bold Ankara fabric bursting with vibrant colors and patterns, this jumpsuit is a statement piece. It combines cultural flair with effortless style, making you the center of attention wherever you go. ",150.0,EMQR7G,"Black,Red","Medium,Large",0.5,2024-03-20,Yes
80,115,1,Ghana,Men Shirts,Male,Cotton,African Shirt,WhatsApp Image 2024-03-20 at 06.08.19 (14).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (15).jpeg,"Embrace timeless elegance with our red and white African shirt. The crisp white fabric is adorned with striking red patterns, offering a sophisticated twist on traditional African design. Made for comfort and confidence, this shirt is perfect for adding a touch of cultural flair to your everyday wardrobe. ",160.0,L1OYDN,"Red,White","Small,Medium",0.5,2024-03-20,Yes
81,116,1,Ghana,Ladies Dresses,Female,Cotton,African  Boubu Dress,WhatsApp Image 2024-04-09 at 20.12.09 (1).jpeg,WhatsApp Image 2024-04-09 at 20.12.09 (1).jpeg,"Embrace the vibrant heritage of Africa with the Abuba African Dress, crafted from high-quality wax print fabric for a stunning and unique ensemble that radiates elegance and cultural richness.",150.0,GCY8MW,"Yellow,brown",Large,0.5,2024-04-09,Yes
82,117,1,Ghana,Ladies Dresses,Female,Cotton,African  Boubu Dress,WhatsApp Image 2024-04-09 at 20.12.09.jpeg,WhatsApp Image 2024-04-09 at 20.12.10 (1).jpeg,"Embrace the vibrant heritage of Africa with the Abuba African Dress, crafted from high-quality wax print fabric for a stunning and unique ensemble that radiates elegance and cultural richness.",150.0,0INSQO,"Yellow,brown",Medium,0.5,2024-04-09,Yes
83,118,1,Ghana,Ladies Dresses,Female,Cotton,Silk Boubou Dress,WhatsApp Image 2024-04-09 at 20.12.07.jpeg,WhatsApp Image 2024-04-09 at 20.12.07.jpeg,"Indulge in the timeless allure of the Silk African Bubu Dress, marrying luxurious silk with traditional African design for an effortlessly chic statement piece that transcends borders and captivates with its grace and sophistication.",250.0,QX70NJ,Multi-color,Large,0.5,2024-04-09,Yes
84,119,1,Ghana,Ladies Dresses,Female,Cotton,Silk Boubou Dress,WhatsApp Image 2024-04-09 at 21.21.01.jpeg,WhatsApp Image 2024-04-09 at 20.12.07 (1).jpeg,"Indulge in the timeless allure of the Silk African Bubu Dress, marrying luxurious silk with traditional African design for an effortlessly chic statement piece that transcends borders and captivates with its grace and sophistication.",250.0,4A1CVO,"Red,Baige",Large,0.5,2024-04-09,Yes
85,120,1,Ghana,Ladies Dresses,Female,Cotton,Silk Boubou Dress,WhatsApp Image 2024-04-09 at 21.21.03 (1).jpeg,WhatsApp Image 2024-04-09 at 21.21.03.jpeg,"Indulge in the timeless allure of the Silk African Bubu Dress, marrying luxurious silk with traditional African design for an effortlessly chic statement piece that transcends borders and captivates with its grace and sophistication.",250.0,TSUGW1,"Orange,Baige",Large,0.5,2024-04-09,Yes
86,121,1,Ghana,Ladies Dresses,Female,Cotton,Two-Piece suit,WhatsApp Image 2024-04-09 at 20.12.08.jpeg,WhatsApp Image 2024-04-09 at 20.12.10.jpeg,"Elevate your style with our African Two-Piece Set, blending contemporary fashion with traditional African prints. Crafted for versatility and flair, each piece embodies the vibrancy and culture of Africa, offering a modern twist on timeless elegance.",200.0,71P2ED,Pink,"Small,Medium,Large,XL,XXL",0.5,2024-04-09,Yes
87,122,1,Ghana,Ladies Dresses,Female,Cotton,Bella Set ,WhatsApp Image 2024-07-03 at 02.06.28.jpeg,WhatsApp Image 2024-07-03 at 02.06.28.jpeg,Classic corporate ladies ready to wear two piece with an African touch.,250.0,1TP854,Baige,"Small,Medium,Large,XL",0.5,2024-07-03,Yes
88,123,1,Ghana,Ladies Dresses,Female,Cotton,Wangari Set,WhatsApp Image 2024-07-03 at 02.06.27.jpeg,WhatsApp Image 2024-07-03 at 02.06.27.jpeg,Versatile universal African two-piece.,250.0,3B4T0A,Baige,"Small,Medium,Large,XL",0.5,2024-07-03,Yes
89,124,1,Ghana,Ladies Dresses,Female,Cotton,Mary Set,WhatsApp Image 2024-07-03 at 02.06.26.jpeg,WhatsApp Image 2024-07-03 at 02.06.26.jpeg,This is a classic and elegant two piece set made for the modern corporate woman.,250.0,QGOEP6,Green,"Small,Medium,Large,XL,XXL",0.5,2024-07-03,Yes
90,125,1,Ghana,Kimonos,Female,Cotton,Afri Kimono,WhatsApp Image 2024-07-03 at 02.06.28 (1).jpeg,WhatsApp Image 2024-07-03 at 02.06.28 (1).jpeg,"The best and versatile kimono, designed to make you feel elegant and beautiful.",130.0,ZSY4DE,Black,"Small,Medium,Large,XL,XXL",0.5,2024-07-03,Yes
